,label,data_len,epic_mean,fird_mean,rew_mean,epic_std,fird_std,rew_std
64,res_voidray_4_voidray_4_voidray_4_voidray_4_voidray_4_voidray_4_voidray_4_voidray_4_voidray_4_voidray_4_,104,0.20975702119405945,0.21043891531971004,0.20975206088945145,0.07392378917934435,0.0686506921269696,0.07391804772787107
65,res_adept_4_adept_4_adept_4_adept_4_adept_4_adept_4_adept_4_adept_4_adept_4_adept_4_,102,0.24762879425379536,0.21648048677164014,0.2476378465596317,0.07173001509151146,0.056145191565897236,0.07173095703782038
66,res_adept_3_adept_3_adept_3_adept_3_adept_3_phoenix_2_phoenix_2_phoenix_2_phoenix_2_phoenix_2_,104,0.1374063723122804,0.13016149451133058,0.13740872126551168,0.056625404912554925,0.04658184429373179,0.05662648622785843
67,res_stalker_1_stalker_1_stalker_1_stalker_1_stalker_1_voidray_2_voidray_2_voidray_2_voidray_2_voidray_2_,102,0.2614296014841549,0.24634228448640927,0.26142277672605313,0.10736755490180938,0.10229185365989646,0.10736152400367377
68,res_voidray_1_voidray_1_voidray_1_voidray_1_voidray_1_phoenix_3_phoenix_3_phoenix_3_phoenix_3_phoenix_3_,101,0.20680578587181803,0.18878042104967738,0.20681487815614208,0.08821467127110964,0.061360264394579214,0.08821849020262744
69,res_stalker_1_stalker_1_stalker_1_stalker_1_stalker_1_phoenix_4_phoenix_4_phoenix_4_phoenix_4_phoenix_4_,102,0.24806632066754317,0.20332515994449532,0.24807249251767924,0.07740631261772588,0.05635248519485679,0.07740735900402029
70,res_stalker_3_stalker_3_stalker_3_stalker_3_stalker_3_stalker_3_stalker_3_stalker_3_stalker_3_stalker_3_,101,0.2933375229426753,0.2597392179231799,0.293341900604177,0.14096138224777538,0.10941689631678167,0.14096085019821686
71,res_voidray_4_voidray_4_voidray_4_voidray_4_voidray_4_stalker_4_stalker_4_stalker_4_stalker_4_stalker_4_,105,0.30768728185797084,0.3055932017641446,0.3076804922277801,0.1058750961673854,0.110293503721572,0.10586720833484724
72,res_adept_4_adept_4_adept_4_adept_4_adept_4_phoenix_2_phoenix_2_phoenix_2_phoenix_2_phoenix_2_,100,0.1880966483708957,0.16850520528685423,0.18810023301103596,0.10781663803206513,0.09225246068633075,0.1078183906122282
73,res_adept_3_adept_3_adept_3_adept_3_adept_3_stalker_2_stalker_2_stalker_2_stalker_2_stalker_2_,104,0.3140615941619773,0.2745595138710699,0.3140662422465596,0.16358144400132554,0.1288459708385926,0.1635845934192332
74,res_voidray_2_voidray_2_voidray_2_voidray_2_voidray_2_stalker_2_stalker_2_stalker_2_stalker_2_stalker_2_,101,0.3240839465591303,0.32389157063941443,0.32407762935392,0.1164822080583854,0.12259508230130683,0.11647663326278442
75,res_voidray_3_voidray_3_voidray_3_voidray_3_voidray_3_phoenix_4_phoenix_4_phoenix_4_phoenix_4_phoenix_4_,101,0.22005274190515955,0.2009368797928892,0.2200626386387232,0.0861272918861938,0.0650186996259532,0.08612816343753878
